postNum,pageNum,pageID,medication,text

1,1,forumstopic34248-paxil-struggling-tremendously,paxil_seroxat,"Well, I still haven't gotten myself to take the Paxil yet.  I've spent the last 2 nights staring at the bottle, reading over the side affects and wondering if I can handle the possibility of increased anxiety, nervousness, asthenia, and tremor.  Those are my greatest worries because I already experience all of them and I can't handle them getting worse.  Especially because anxiety is on the top of the list for most common side affects!  My anxiety level has been SO high this week all day long that I can barely handle it.  I'm not kidding, it is so BAD.  I wanted to wait for a few days and see if it starts to go down a bit, but so far it hasn't.  It has stayed consitently high every second of every day since Monday.  I can't handle another day.  I feel like I am going crazy and I would rather die than go through these terrible feelings of panic that will not let up even for a second for me to catch my breath! I feel as though the Paxil can either make me or break me.  And I am scared to find out which one it will do to me.  I KNOW I can't handle anything more right now.  I am supposed to take it at night and if I wake up feeling worse panic, I am going to freak out, especially because I know I will be exhausted out of my mind and I always get scared when I have that really sleepy disoriented feeling.  I don't know what I would do!  Honestly, I would probably end up having to go to the hospital.  And that would really make my life so much worse!  I feel like I am getting worse ever day... and darker every day... because every day I feel this way I feel like I am losing my grip more and more on surviving through this.  If I could just feel calm and at peace and my anxiety/panic could go away, I know I would be ok, but that isn't the case. I don't mean to keep bugging people with my constant worries and concerns, but I am really not sure what I should do.  Should I just go ahead and take it even if I know that the panic I am already experiencing will no doubt get worse from my own anxiety and may possibly get worse because of the medicine????  Or should I hold off for a few more days in hopes that my anxiety/panic level will go down at least a little bit to where I feel more comfortable taking it?  But what if I can't make it through to wait until I am feeling less anxious?  And if I do take it, what if I don't make it through if I get an increase in panic????  I feel like no matter what I decide to do, I am doomed unless I don't experience any side affects!  But it is way more likely to experience an increase in anxiety/panic than it isn't when I begin taking this, right?  And it is way more common to experience an increase in anxiety/panic from the medicine if you already suffer so much from this problem like I do???  Last night and the night before I almost had a serious panic attack just thinking of taking it. I am crying and shaking because I am so scared.  Scared because I am afraid of taking it and getting worse, and scared because I am afraid that I won't make it through if I don't take something to help me and I continue feeling this way. Because I am struggling so much with this, do you think there is another anti-anxiety/depressant that might be better for me?  I know they all have side affects, but are there any out there that aren't as likely to cause more anxiety/panic like Paxil can?  Anxiety is on the top of the list for side affects.  Does this mean it happens most of the time??? Thank you everyone once again for hearing me out and being there.  Thank you so much."

2,1,forumstopic34248-paxil-struggling-tremendously,paxil_seroxat,"When you read the list of side effects...these are common things that ""may happen"". It doesn't mean it ""will"" happen to you. Everybody reacts differently to meds. I have been on some that the side effects where so bad the docs couldn't believe it...an others I had relatively no SE's. The only way to tell is taking them, and try not to think so much about the SE's so that you make them happen by worring that they will happen. Not every-one suffers from SE's. I think that in the long run even if you get the SE's (which only happen for the start up time and not forever) the med should benifit you. Sometimes the end result justifies the means. If you decide to take it and do feel a little worse at first just try and remember that you won't feel that way for long and it should go away in 1-2 weeks and eventually you will feel much better over all."

3,1,forumstopic34248-paxil-struggling-tremendously,paxil_seroxat,"If you're worried about the possibility of increased anxiety during the start-up phase of Paxil, ask your doctor about prescribing you a benzo of some sort for short term use. It might be a good idea."

4,1,forumstopic34248-paxil-struggling-tremendously,paxil_seroxat,"Well, I took it tonight.  Please pray I do ok.  I'm very scared.  *sighs*  I hate this.  I don't know why I'm so scared.  Grrr...  Thanks everyone for all of your wonderful support."

5,1,forumstopic34248-paxil-struggling-tremendously,paxil_seroxat,"When I first took Paxil (13 years ago) I started very slowly. 5mg for 7 days, 10mg for 7 days, 15 for 7 days , then 20. It was prescribed for panic disorder and agoraphobia. I don't recall any bad effects at all when starting it. I was able to get a job, and go to school within a few months. I didn't gain weight and had sexual side effects but I wouldn't consider those bad since they are more passive. Now, going off of it cold turkey is another matter - don't."

1,1,forumstopic34679-no-motivation-and-weight-gain,paxil_seroxat,I don't know why but since taking paxil my anxiety is gone as far as I know but I have no motivation to do anything.  It feels like I am in a fog.  I feel depressed and lost.   I don't know if this is just my depression showing up or if the med is making me feel this way because I feel lethargic and because of this it depresses me.   I don't know what is wrong with me.  I am in tears because I feel so numb.  I feel fat and depressed because of it because I have no energy to do anything about it.

2,1,forumstopic34679-no-motivation-and-weight-gain,paxil_seroxat,Hi Theguy Sometimes we can slip a little backwards when we start new meds. If it goes on much longer be sure and mention it to your doc. I forget are you seeing a GP or a p-doc?

3,1,forumstopic34679-no-motivation-and-weight-gain,paxil_seroxat,"When I first started on Paxil I was in bliss but I was also very drowsy and wanted to fall asleep while driving. Sleep apnoea also had a role in this, so I don't know how much to attribute to the paxil. But after years of energy sapping anxiety anybody would be tired until they had time to recover energy once the anxiety went. However after some months and a remedy for apnoea I eventually got the spring back in my tail. Hang in there buddy PS have you thought about some vitamins or a tonic? I am lead to believe that anxiety can be very depleting and I imagine meds might be too."

4,1,forumstopic34679-no-motivation-and-weight-gain,paxil_seroxat,"I can try vitamins, what tonic would you be talking about here?  Ginseng?   I am at work again and I am so tired and drowsy again.   I am tempted to drink a coke because I feel so unenergetic."

5,1,forumstopic34679-no-motivation-and-weight-gain,paxil_seroxat,"I've been on Paxil for a few months now and a few weeks ago started taking it in the morning instead of the evening. I've noticed better results as insomnia is going away. I've been also taking 1mg of Clonazapam before bed to help with sleep but I found it made me more tired the next day and caused insomnia to become worse over time. As I reduce the benzo, my sleep become better and I feel more alert during the day. It's not easy to quit cold turkey so I dropped .50mg. Next week I'll go down to .25mg. Then finally come off it altogether over a 2-3 week span. My weight over 2 months has increased by 27 pounds! I'm not happy about that. Plus I've totally lost my libido. Fortunately my wife is pregnant so it's not a big issue but later after the baby is born I hope I get my libido back. By the way, I'm on a 30mg dosage. Anything more than that would be way too much for me. In fact, 20mg in retrospect was probably the best. How much weight have you gained? What and when is your dosage? cheers"

6,1,forumstopic34679-no-motivation-and-weight-gain,paxil_seroxat,

7,1,forumstopic34679-no-motivation-and-weight-gain,paxil_seroxat,I don't want to push a wheelbarrow and am talking from personal experience but while I was weaning paxil and ramping up mirtazapine I found that the mitz seemed to give back libido. But as I was weaning paxil and was only on the two for a few weeks i don't know what the long term experience would be.

8,1,forumstopic34679-no-motivation-and-weight-gain,paxil_seroxat,"I probably need to add that the mirtazapine lifted me for a time but was not very effective for anxiety, and after about 6 months it seems to have lost most of it's efficacy. Very similar to the older AD's."

9,1,forumstopic34679-no-motivation-and-weight-gain,paxil_seroxat,"I am curious to see what my doctor will suggest for some energy because I still find myself with low energy.   I don't know maybe it is because of my diet which I am working on.  Yesterday I did not get enough sleep so today I am tired for sure.   Also I am in my house and it is a sunny day and I am just dripping with sweat.  I don't know if this is because it is hot out or if it is a side effect of paxil ... any ideas?  I will say that I do feel somewhat better ... in a weird way.  I don't sweat or worry about so much although things still need to get done but I will get to them when I can.  I also don't feel the need to be in a relationship right now either as I used to be.  It is like I am enjoying my single life too much .. now I would like to meet someone nice but I am happy being single too ... it feels kinda nice.  Now, the libido thing, well I have managed to go to the end if you know what I mean but twice in one day .. even every second day would be a miracle.  Anyway,  I hope when I have more energy I can post my journey on here .. I do see a light at the end of the tunnel but it is not coming fast enough  :)"

10,1,forumstopic34679-no-motivation-and-weight-gain,paxil_seroxat,"Before taking Paxil I NEVER used to sweat - and I mean NEVER. Now I sweat like a pig everywhere I go. That side effect really sucks, but what can I do about it besides change my clothes more often and wear deodorant. Another terrible thing I've noticed is that my self confidence with people has increased so much so that in situations where I become angry or upset, I now tend to go ""over the top"" and say and do things I would 'normally' not have. Later I regret my assertiveness and realize that I came VERY close to seriously making trouble. I gotta watch myself now not to overreact and possibly physically hurt someone - something which goes against my personality. Anybody else notice this BAD side effect?"

11,1,forumstopic34679-no-motivation-and-weight-gain,paxil_seroxat,"I don't get this, I feel emotionally numb I think.  I just can't be bothered to call anyone, friends or anything and I can't tell if this is depression or paxil numbing me out.  It feels like I am just here existing going to work each day and coming home to do absolutely nothing but perhaps watch tv.   I am at 30mg for 16 days now.  I have no interest or desire for sex and this worries me.  Am I ever going to feel good enough that I will be walking around with a smile on my face?  .. because right now I don't    ---  I have an ""I don't give a crap"" attitude right now and this also pertains to me.  I don't care about calling my friends and I don't care to exercise  but I know I want to sort of  ... it's like I just can't be bothered.  I have become lazy kinda..  Will I ever get energy and motivation?"

12,1,forumstopic34679-no-motivation-and-weight-gain,paxil_seroxat,"SSRI's do have the effect of suppressing emotion. I was too emotional, therefore I was brought back to a level where I could still feel but not to the point of it destroying my mood. So in my case it was a plus just like weight gain is a plus for under weight people but not for the rest of us. SSRI's are a sex killer too. My wife and I seem to have passed the need for that (I'm 60) and I am a devout Christian so being celibate is not really a big deal for me. It's actually a small price to pay to control my terrible anxiety and depression which was probably what killed my sexual desires anyway. Oh and once again when I first started paxil I was feeling fantastic but did feel like I was in a dream like state. I suppose you could call it numb. But my brain seemed to accelerate. My boss couldn't believe the change, he said I went from an under achiever who was coming close to being discharged to one of his best operators. But as I wrote I did feel like I was in some kind of dream state. This wore off after some months except for all the pluses. Paxil for me was the silver bullet for over 10 years until it lost efficacy and problems returned."

1,1,forumstopic31356-libido-and-paxil,paxil_seroxat,Can any of the guys out there or maybe girls if they know someone who has been on paxil how it affected their libido? 1.   Can a guy even get an erection? 2.   Is is just delayed ejaculation? I can deal with #2 as long as i can get it up I think I would be happy with this med.  Can anyone give me some input? PS.   Celexa is causing too much jaw tension again so doc I am thinking about giving paxil another try (can't remember if it affected libido for the very short time I was on it in the past - went off for some stupid reason)

2,1,forumstopic31356-libido-and-paxil,paxil_seroxat,"Since starting the 40mg dose(briefly for one week before getting sick from it) it's virtually dead down there....just my luck that I start a new relationship & the darn thing doesn't work anymore.I havn't had an erection in days now & there's next to no feeling it's as if it's gone completely numb. A much lower dose,say between 10 & 20mgs per day shouldn't have much of any effect but as with all meds your mileage may vary so good luck."

3,1,forumstopic31356-libido-and-paxil,paxil_seroxat,"TheGuy, I haven't had any problems getting it up, and I have noticed that I last a LITTLE bit longer. I am young though so it is possible that my libido is still strong b/c of my age (21). Hope you don't have any problems!"

4,1,forumstopic31356-libido-and-paxil,paxil_seroxat,Well I haven't started it yet and my mother was concerned about this for me.   I may try zoloft or remeron if that is the case.

5,1,forumstopic31356-libido-and-paxil,paxil_seroxat,"Everyone responds differently to each drug, hopefully you find the one which works best for you sooner than later!"

6,1,forumstopic31356-libido-and-paxil,paxil_seroxat,thanks everyone for their replies.   Out of sheer fear I decided to try Zoloft instead so I am crossing my fingers.  If it doesn't work I may try paxil again.   I hope it helps because I am tired of trying out meds.

7,1,forumstopic31356-libido-and-paxil,paxil_seroxat,"Theguy, Hopefully this one works for you. I know people who have said Zoloft was horrible for them, others who sing it's praise. Hope you will be the latter of the two! Keep us posted. Sincerely, Kanz"

8,1,forumstopic31356-libido-and-paxil,paxil_seroxat,Well I really want to have a libido but Zoloft didn't work well for me because I got too much rage from it.  I am on paxil now at 30mg for 2.5 weeks.  At the moment I feel quite numb down there.  I have tried to make it work myself but I just can't get stimulated ... oh this sucks.  I heard some people are put on wellbutrim to help with the sexual side effects.   I tried this med in 2001 and I think it gave me hives but I am thinking that maybe I got hives because of my anxiety .. not sure.   I would like to give it a try again anyway.  Has anyone has success with their libido on Wellbutrim?

9,1,forumstopic31356-libido-and-paxil,paxil_seroxat,"I'm on 30mg of Paxil and the libido has fallen from sky high to the dirt. However, I must admit it's kinda nice not being horny as hell most of the day, but a happy medium would be nice. My poor wife....Luckily for the time being she's 7 months pregnant so I kinda have an excuse. I'd like to know more about Wellbutrin and Paxil combo? Anybody who has tried that please provide us with your thoughts and experience. Thank you...."

10,1,forumstopic31356-libido-and-paxil,paxil_seroxat,Ok I am discovering more on this.  I really have to try to get a darn erection and when I do it is difficult to maintain.  It takes a lot of work to complete the deed because it is like I really need to stimulate my mind somehow to get anywhere.   This is way too much work  lol   Sorry to be blunt here but I needed to see where I stand with sex and this med.   I feel as if the med has helped me and I feel pretty good I think but I really want a better sex drive and be able to maintain an erection plus finish at some point. How much of Wellbutrin would it take to get my sex drive back?  I am still single and would like to satisfy a woman including myself without any embarrassment

1,1,forumstopic35309-nausea-and-diarrhoea-while-using-paroxetine,paxil_seroxat,"Continuation to old thread located here: Was on other drugs but today changed by the doc and here it goes: Today i went to the Doc as my situation was becoming worse. He now prescribed me Seroxat 20 MG (Paroxetine) 1 Tab Per day and increased Lexotanil (Bromazepam) dose to 3MG to 6MG per day according to my situation. Now the thing is that how can I coup with this and problem. I had a long story which is too long to write but the summary is that there was one incident in past and if I have diarrhoea any time in life I start to have severe anxiety and depression along with panic attacks, you can say its kinda diarrhoea phobia. I am also taking Zantac 150 MG Tabs Twice a day and also Colofac (mebeverine hydrochloride) 135 Mg Thrice a day for my IBS! should I take any other pill to sort out this problem of diarrhoea and Nausea? I remmember that I was on Paroxetine long ago (Maybe 4 years back) and I use to take Stemetil (prochlorperazine) which helped me in Nausea but this drug is not available here in my country now so which other drug can I use to stop this feeling of nausea? Can u please recommend me any? The problem is that I feel like starving but dont have appetite to eat and this cause Nausea and depression as I am hungry but cant eat as I like! Please Reply!"

2,1,forumstopic35309-nausea-and-diarrhoea-while-using-paroxetine,paxil_seroxat,Can you get Gravol in your country. It is for upset stomachs. Be sure if you can find it that you check with your pharmasist or doctor before mixing it with your meds.

1,1,forumstopic35347-relapse-after-taking-paxil-for-years,paxil_seroxat,"Hi, This is my first post to the forum, so I hope there are people who might know something about this.  I had major depression four years ago and started taking paxil after trying prozac (didn't work).  But then I became depressed again after four years of feeling fine.  My doctors kept me on a 40mg maintenance dose of paxil because they said it would keep me from relapsing even though I was feeling better... Did anyone else on paxil experience a relapse?  I don't even know if its the right thing to call it.  But I'm depressed again, and feeling pretty terrible... Evanjelion"

2,1,forumstopic35347-relapse-after-taking-paxil-for-years,paxil_seroxat,(((((((Evanjelion)))))) I'm not on Paxil but I'm sure someone will comment soon who is or who has been in the past. People can relapse for all types of reasons and when they're on any med. Sometimes meds stop working after we've been taking them a while too. Sorry you're feeling so rubbish. PRT xx

1,1,forumstopic35469-new-drugs-new-dosage,paxil_seroxat,"Hi, I'm newish here and have a very vague diagnosis, but I tick all the boxes for major depression and generalized social anxiety.  I also have relationship difficulties and possible alcohol-related problems.  I am (just about) in a relationship at present and haven't drunk in six months.  I'm not convinced that drink is a problem as I can get happily tipsy/drunk in all company except my wife's.  In vino veritas and all that. However, I don't want alcohol to cause/be blamed for my attitude so can easily stay off it although it does affect my social life.  So, depression or legitimate feelings of sadness - chicken or egg? Anyway, I have had escitalopram 15mg (Cipralex) in the past to little or no effect.  Coming off it was horrible but I wanted to and did so gradually.  Now I'm at rock bottom again and have been prescribed Paroxitine 20mg (Paxil?) with 2 x 1.5mg Bromazepam (Lexatin) daily.  Does anyone know how these treatments compare or is it six of one, half dozen of the other? Best regards etc."

2,1,forumstopic35469-new-drugs-new-dosage,paxil_seroxat,"Hi Ricardo , Paxil is another SSRI and it might well suit you better than the SSRI you have just tried. Like most of us here it is a case of trial and error to find the right med that suits us. So hope Paxil suits you.!! The other meds is a benzodiazepine and is used on a short term basis to manage anxiety. It is addictive so doctors tend to restrict the amount given and for how long you take it so you don't become dependant. Best Wishes with the Paxil and your Depression Jim Bow"

1,2,forumstopic16214-paxil-what-dose-are-you-on?page=2,paxil_seroxat,

2,2,forumstopic16214-paxil-what-dose-are-you-on?page=2,paxil_seroxat,does a higher dose of paxil help anxiety?

3,2,forumstopic16214-paxil-what-dose-are-you-on?page=2,paxil_seroxat,back on Paxil @ 60mgs

4,2,forumstopic16214-paxil-what-dose-are-you-on?page=2,paxil_seroxat,I'm on 80mgs a day.  Maximum recommended dose for depression is 60mg I think...no complaints about 80 thought!

5,2,forumstopic16214-paxil-what-dose-are-you-on?page=2,paxil_seroxat,"I was on a very low dose for a few years (10 mg I think but maybe 20).  Tolerated it well as I say for maybe three years and finally taped off without problem. The a bout of anxiety hit me recently and my dr. (psychatrist) prescribed 30 mg for me.  I broke them in half and tried 15 for a few days to sort of ramp up, but began noticing a slew of side effects that made me wary.  So I stopped the Paxil for about a week -- but then realized some of the ""side effects"" were almost certainly attributable to other things -- that made me start reading up on the Internet about Paxil, which is how I found this site.  After reading a lot of the posts and, again, realizing the ""side effects"" were probably linked to my anxiety, I started on 30 mg Paxil daily since Wednesday morning -- and actually think I'm feeling better today.  So that's my story so far.   I know it normally takes a few weeks to fully kick in so I'm cautiously optimistic. Sometimes it gets to me that there are so many posts about horrible experiences with Paxil -- I'm sure they're true and they need to be reported -- but I think not enough people report on good experiences.  In my case, Paxil has been a good medication -- the one that made me feel really weird many years ago was Prozac. So why was I wary at first this time? It was because at first could not sort out what was making me feel bad -- and as you know, anxiety can make you question everything.  Tonight, for the first time in about two weeks, my thinking is much more in perspective and life seems liveable again."

6,2,forumstopic16214-paxil-what-dose-are-you-on?page=2,paxil_seroxat,20 MG

7,2,forumstopic16214-paxil-what-dose-are-you-on?page=2,paxil_seroxat,"I've gone from 20 mgs up to 30 mgs this week with a change to 40 mgs per day set to begin sometime next week & it's just ******* my libido....heck I even told my GF just yesterday that we might want to try for kids now before my dosage becomes so potent that I won't be able to ""perform"" at all which is what I'm most worried about now."

8,2,forumstopic16214-paxil-what-dose-are-you-on?page=2,paxil_seroxat,"Was on 20mg per night for about 6 weeks, but suffered from insomnia. Doctor changed my dosage to 30mg a few days ago and I now take the Paxil in the morning. Feel really tired an hour or so later but gets better as the day goes on. I suspect that's just a normal side effect from the increase dosage and the change from a nightly dose to a morning. I also take 1mg of Clonazapam at around 7pm to help relax me a put me to sleep better. Doctor will start reducing that in a few weeks as I don't wanna get hooked on a benzo. Despite daily exercise at the gym and healthy eating, I've unfortunately gained 17 pounds. Most of it in my gut! Can an increase of Paxil reduce the need for a benzo? I'm hoping that once the 30mg kicks in I won't 'crave' that calm/peaceful feeling the benzo provides me before bedtime. Take care everybody"

9,2,forumstopic16214-paxil-what-dose-are-you-on?page=2,paxil_seroxat,Apparently this drug has a very short half life. That is it rises rapidly and then quickly drops in level. My Dr raves on that that is why it causes terrible withdrawal. I don't see the connection since withdrawal for ME had to be over 3 months but anyway. When I tried 30mg it gave me a want to get out of my skull feeling for want of a better explanation. I did find that by taking 20mg in the morning and 10mg later in the day that this effect was not felt and possibly resulted in a more uniform plasma level. I don't see any harm in me suggesting you try that!!!

10,2,forumstopic16214-paxil-what-dose-are-you-on?page=2,paxil_seroxat,60 mgs.  That is the highest my dr likes to go with paxil.  Not working for depression.

11,2,forumstopic16214-paxil-what-dose-are-you-on?page=2,paxil_seroxat,"Hi - coming in late on this thread... I've just been prescribed Paxil - 10mg for ten days then 20mg in the A.M.  Why does Paxil get such a bad press?  Is it any worse or better than any of the others?  Why should this particular drug be blamed for weight gain, suicidal thoughts etc?  If it's so evil why do doctors prescribe it?  My only previous experience of SSRIs was Cipralex which didn't really work for me.  Basically, if things are going okay in my life, I feel fine - with or without drugs.  But once I feel hurt by someone (okay, by my wife) I'm in the pits again and no amount of antidepressants can stop me from becoming a blubbering wreck....  I had a really hard time coming off Cipralex even though I tapered it off very gradually.  Jesus, it's no fun being depressed, eh?"

12,2,forumstopic16214-paxil-what-dose-are-you-on?page=2,paxil_seroxat,"I was on Paxil, but the doc had me switch to Lexapro, supposed to be similar to Paxil, but thought it might be easier in my weight loss efforts.  Took it for almost two months and then had a breakthru of anxiety and depression.  Pretty incapacitating, horrible.  So I am back on my Paxil, 40 mg. and its only been two days and I think I am feeling somewhat better.  Im sticking with it.  Once you find something that works best not to mess with it. GS"

13,2,forumstopic16214-paxil-what-dose-are-you-on?page=2,paxil_seroxat,"Hi all, Second week on paroxotine, up from 10 to 20mg since last Saturday.  It is making a difference - I seem to have regained some perspective and the black despair has lifted.  Those around me seem to be responding too and all in all I'm definitely feeling better.  However... I'm getting really really sleepy round about midday - yawning and struggling to keep my eyes open.  If I can, I'll have a siesta after lunch which leaves me groggy half the evening.  I'll usually perk up again later in the evening but too late to do anything.  Has anyone had similar experiences?  Is it possible to switch the dose to night-time or is this just a passing side effect? Regards"

14,2,forumstopic16214-paxil-what-dose-are-you-on?page=2,paxil_seroxat,"I'm on 20MG along with 600MG (Of my mood stabilizer) daily. I have shortness of breath from time to time (like now) but other than that its been good. I do still feel depressed from time to time, along with the feeling of anxiety."

1,1,forumstopic16214-paxil-what-dose-are-you-on?page=1,paxil_seroxat,"Paxil, what dose are you on?  Ive upped my dose to 60mgs 2 weeks ago.  Still leaves much to be desired for depression.  Can I go any higher?"

2,1,forumstopic16214-paxil-what-dose-are-you-on?page=1,paxil_seroxat,"Im taking 40 mg of Paxil.  So far, so good.   GS"

3,1,forumstopic16214-paxil-what-dose-are-you-on?page=1,paxil_seroxat,I'm on 20mg. I feel almost normal again.

4,1,forumstopic16214-paxil-what-dose-are-you-on?page=1,paxil_seroxat,"i started on 10mg - i had really bad side effects at the start including depersonalisation and suicidal thoughts. these have gone now and my doc has increased my dosage to 20mg. im still having bad anxiety, my chest still feels quite tight and breathing is short."

5,1,forumstopic16214-paxil-what-dose-are-you-on?page=1,paxil_seroxat,"Hi I'm in the process of changing from Dosulepin to Paroxeitne 40mg. I'm concerned that you up dose to 60mg, was this under advise of you doctor? As far as how high can you go? Please go back back to your doc for advise. He/She is the only person qualified to give this answer safely for individual circumstances. You may need to have your meds changed. Best wishes Tanz"

6,1,forumstopic16214-paxil-what-dose-are-you-on?page=1,paxil_seroxat,"60mgs was from my doctor.  Taking more anti-depressants than your prescribed is stupid, you would just run out."

7,1,forumstopic16214-paxil-what-dose-are-you-on?page=1,paxil_seroxat,"Ok, i agree. Makes perfect sence now. Heads pretty messed up at moment  Tanz"

8,1,forumstopic16214-paxil-what-dose-are-you-on?page=1,paxil_seroxat,Started on 12.5 mg today. Not noticeable side effects yet.

9,1,forumstopic16214-paxil-what-dose-are-you-on?page=1,paxil_seroxat,"I am taking 20mg daily, for anxiety and mild depression, i just started about 2 weeks ago and so far it has worked great for my anxiety and i am starting to see minor improvements on my depression. I also havent experienced any problematic side effects, just a little anxiety the first day, and drowsiness the 1st week."

10,1,forumstopic16214-paxil-what-dose-are-you-on?page=1,paxil_seroxat,That's good to hear. Hopefully i get similar results.

11,1,forumstopic16214-paxil-what-dose-are-you-on?page=1,paxil_seroxat,"Day 3, feeling quite nauseous, headache, more anxious :/"

12,1,forumstopic16214-paxil-what-dose-are-you-on?page=1,paxil_seroxat,I am now on 40 mg. of Paxil. Gentle Sun

13,1,forumstopic16214-paxil-what-dose-are-you-on?page=1,paxil_seroxat,

14,1,forumstopic16214-paxil-what-dose-are-you-on?page=1,paxil_seroxat,"I am on 20mg. Worked well for me at that dose about 5 years ago. Its only been 3 days since I upped it from 10. Nausea and lack of appetite, nervousnous and sweating, but it varies through the day"

15,1,forumstopic16214-paxil-what-dose-are-you-on?page=1,paxil_seroxat,im on 80mgs now

16,1,forumstopic16214-paxil-what-dose-are-you-on?page=1,paxil_seroxat,"Im on 30mg now, started at 20mg with no real effect after 5 weeks, seeing some results at 30mg, doctor advised me to go to 40mg to see how it affects my anxiety issues , depression and compulsive thinking issues...the only down side is the sexuial side effects...am searching this forum for help for that..."

17,1,forumstopic16214-paxil-what-dose-are-you-on?page=1,paxil_seroxat,I am on 40 mg.

18,1,forumstopic16214-paxil-what-dose-are-you-on?page=1,paxil_seroxat,"Hi, I'm on Paxil as well, 60mg, I don't feel that it's working.  But my pain specialist reckons that the Paxil is making me hear voices, I think that's rubbish because he isn't a pyschiatrist.  I heard voices in my head when I was 15 when I first got depressed.  I was on Seroquel for it but it made me put lots of weight on.  I still hear voices.  But can someone tell me that Paxil doesn't make you hear voices.... I've looked on the internet and it doesn't say anything about it. SlntPoet"

19,1,forumstopic16214-paxil-what-dose-are-you-on?page=1,paxil_seroxat,

20,1,forumstopic16214-paxil-what-dose-are-you-on?page=1,paxil_seroxat,My doctor just upped my dose to 60 mg. I am starting to feel much better.

21,1,forumstopic16214-paxil-what-dose-are-you-on?page=1,paxil_seroxat,ive just started on 20mg..doc said take it at nite coz of the nausea. Wish the anxiety wld go!

22,1,forumstopic16214-paxil-what-dose-are-you-on?page=1,paxil_seroxat,"I am on Paxil 40mg, started with 20 then up to 40. I don't really feel any different. Have been on it for almost a year isn't hurting me but not sure of its helping either. Although I do drink socially and am taking a break from alcohol to see if I feel any different. Have alot of stress in my life right now so thinking maybe thats why I don't notice any changes or not sure if I need more. If anyone has any advise would love to hear it thanks"

23,1,forumstopic16214-paxil-what-dose-are-you-on?page=1,paxil_seroxat,"I take 25 mg of Paxil CR.  My doctor wants me to increase to 37.5, but I am ""holding out"".  Yes, I'm a difficult patient!   :red_bandana:"

24,1,forumstopic16214-paxil-what-dose-are-you-on?page=1,paxil_seroxat,"6 days on paxil 20mg,   only made me sleepy at first.   I still have anxiety and some depression."

25,1,forumstopic16214-paxil-what-dose-are-you-on?page=1,paxil_seroxat,"This is only day 7 but today I feel more relaxed but lethargic, low energy but not sad.   I have a tiny bit of anxiety.   Side effects are nothing compared to celexa."

1,1,forumstopic16214-paxil-what-dose-are-you-on,paxil_seroxat,"Paxil, what dose are you on?  Ive upped my dose to 60mgs 2 weeks ago.  Still leaves much to be desired for depression.  Can I go any higher?"

2,1,forumstopic16214-paxil-what-dose-are-you-on,paxil_seroxat,"Im taking 40 mg of Paxil.  So far, so good.   GS"

3,1,forumstopic16214-paxil-what-dose-are-you-on,paxil_seroxat,I'm on 20mg. I feel almost normal again.

4,1,forumstopic16214-paxil-what-dose-are-you-on,paxil_seroxat,"i started on 10mg - i had really bad side effects at the start including depersonalisation and suicidal thoughts. these have gone now and my doc has increased my dosage to 20mg. im still having bad anxiety, my chest still feels quite tight and breathing is short."

5,1,forumstopic16214-paxil-what-dose-are-you-on,paxil_seroxat,"Hi I'm in the process of changing from Dosulepin to Paroxeitne 40mg. I'm concerned that you up dose to 60mg, was this under advise of you doctor? As far as how high can you go? Please go back back to your doc for advise. He/She is the only person qualified to give this answer safely for individual circumstances. You may need to have your meds changed. Best wishes Tanz"

6,1,forumstopic16214-paxil-what-dose-are-you-on,paxil_seroxat,"60mgs was from my doctor.  Taking more anti-depressants than your prescribed is stupid, you would just run out."

7,1,forumstopic16214-paxil-what-dose-are-you-on,paxil_seroxat,"Ok, i agree. Makes perfect sence now. Heads pretty messed up at moment  Tanz"

8,1,forumstopic16214-paxil-what-dose-are-you-on,paxil_seroxat,Started on 12.5 mg today. Not noticeable side effects yet.

9,1,forumstopic16214-paxil-what-dose-are-you-on,paxil_seroxat,"I am taking 20mg daily, for anxiety and mild depression, i just started about 2 weeks ago and so far it has worked great for my anxiety and i am starting to see minor improvements on my depression. I also havent experienced any problematic side effects, just a little anxiety the first day, and drowsiness the 1st week."

10,1,forumstopic16214-paxil-what-dose-are-you-on,paxil_seroxat,That's good to hear. Hopefully i get similar results.

11,1,forumstopic16214-paxil-what-dose-are-you-on,paxil_seroxat,"Day 3, feeling quite nauseous, headache, more anxious :/"

12,1,forumstopic16214-paxil-what-dose-are-you-on,paxil_seroxat,I am now on 40 mg. of Paxil. Gentle Sun

13,1,forumstopic16214-paxil-what-dose-are-you-on,paxil_seroxat,

14,1,forumstopic16214-paxil-what-dose-are-you-on,paxil_seroxat,"I am on 20mg. Worked well for me at that dose about 5 years ago. Its only been 3 days since I upped it from 10. Nausea and lack of appetite, nervousnous and sweating, but it varies through the day"

15,1,forumstopic16214-paxil-what-dose-are-you-on,paxil_seroxat,im on 80mgs now

16,1,forumstopic16214-paxil-what-dose-are-you-on,paxil_seroxat,"Im on 30mg now, started at 20mg with no real effect after 5 weeks, seeing some results at 30mg, doctor advised me to go to 40mg to see how it affects my anxiety issues , depression and compulsive thinking issues...the only down side is the sexuial side effects...am searching this forum for help for that..."

