medication,pageID,pageNum,postNum,text

viibryd_vilazodone,forumstopic71263-viibryd?page=5,5,23,"So since my Viibryd session is completely done and in the books, I'll give a complete recap: First few weeks weren't bad. I was excited that something may heal me. I actually had very little side-effects when starting. Upset stomachs were relecated to about two days, and dizziness for maybe 3-4 days on the 10 mg dosage. Moved up, no problems. Got on the 40 mg, and felt GREAT. It felt like a drug. I had energy I seriously never had in a long time, and any time I mixed it with a stimulant (like Red Bull) I would notice a massive euphoric effect. The side-effects I noticed on 40 mg were the vivid dreams. They were actually really cool, and probably the only thing I ultimately miss. They were so cool. On the other hand, if I missed one dosage, I would get terrible nightmares, which were horrible, because ultimately I began taking anti-depressants after nightmares triggered my depression. I would become lazier on this, and, although the numbing feeling felt good sometimes, I would also have MASSIVE mood swings. I would be overly sensitive, and especially because I was going through a move at the time, I would cry almost every day. There were numerous thoughts of suicide, and even a case or two of minor self-harm. After this, I decided to stop taking the pills after 3 and a half months. I did something that was completely against everything, and that was come off cold-turkey. I DO NOT recommend this, and I DID NOT talk to my doctor. I was just so freaked out after what I said in my second-to-last sentence, that I just wanted off the stuff in the worst way. I went through three bad weeks of terrible nightmares, dizziness, and nausea, and it's something I wouldn't wish on my worst friends. Totally lost my appetite, and everything. Once I came off of them...happiness. This is the weird part. I was depressed and had many issues before I started taking them. Now I'm off of them, and I literally haven't felt this happy since maybe October/November last year when I had school to distract me from everything. I don't get it. Maybe because my circumstances have changed since I came on them (moving, not currently in school, etc.) made it easier on me, but even things that would really hurt me, such as issues with friends, or being obsessive over helping people, are complete non-issues right now. I tried saying that this had something to do with the fact that I'm also going through a time where I recently bought a new guitar, and went to a few really great shows, on top of talking to more friends, but this happiness has now lasted for two weeks, whereas if it had cause from that, it would have been only a day or two tops. So...bad experience, but I'm extremely shocked and pleasantly surprised at what coming off of them has done to me."

viibryd_vilazodone,forumstopic71263-viibryd?page=5,5,24,

viibryd_vilazodone,forumstopic71263-viibryd?page=5,5,25,m*****

viibryd_vilazodone,forumstopic100917-viibryd-works-only-at-night-when-i-take-it,1,1,"Hi guys, It seems like i only feel an uplifted mood right after i take the viibryd at night but not when i wake up in the morning the next day, im back to feeling dull the next day. Does viibryd have such a short life in your system or something? Should i ask my doctor to try and take it in the morning instead? What are your experiences with Viibryd?"

viibryd_vilazodone,forumstopic100917-viibryd-works-only-at-night-when-i-take-it,1,2,"I think it does. I know if I miss a dose in the morning that night I have some funky sleep side effects from it. If I understand correctly, Viibryd is supposed to be intended for daytime as it is meant to stimulate you rather than cause drowsiness. I know its been awhile, but let me know what you ended up doing."

viibryd_vilazodone,forumstopic100917-viibryd-works-only-at-night-when-i-take-it,1,3,"im not sure what to do yet, i havent been able to talk to my doctor about it. hes very adamant in saying viibryd is a good drug the best he has but i just dont think it works during the daytime if i take it at night, so i might get a new psych. he never mentioned anything about taking it during the day before. it seems like if i take it at night though i feel better but then the next morning is no good. perhaps ill try taking it during the day. alot of times i feel like its just getting me by. i feel alot of times like i have no motivation or interests or able to experience any joy in my life."

viibryd_vilazodone,forumstopic100917-viibryd-works-only-at-night-when-i-take-it,1,4,"Does your doctor have a nurse you can talk to about switching it to morning? I have done that before in the past. Yeah, I understand that no motivation very well. Sometimes getting you by is all meds can do for you. I have been on so many at this point and the Viibryd helps. I actually didn't realize how much it helped me until I realized what happened if I forgot to take it. For me, getting through the day is better than crying my eyes out all day."

viibryd_vilazodone,forumstopic103642-blackouts-memory-time-loss-on-viibryd,1,1,"Just to be clear, I have never experienced this before and I also obviously plan on talking to my doctor about this, but I will not have the chance until next week as she is hard to get a hold of except when I have an appointment. So I take 40 mg of Viibryd in the morning with breakfast. I have been taking 40mg for about 2 months now after tapering up. I haven't had any sort of side affects since the first few days of the 40mg - then it was only slight tiredness. Last night, around 7pm I went to dinner with my family (I felt fine there) then to the grocery store (Where I started to feel a little woozy, but I just figured it was general tiredness as we have been moving and I've been doing a lot). After this, I don't remember much. I know that my dad drove me home, so no worries there. I guess I made it back up to my room though and was laying in my bed (I also remember that I took 1 less drowsy dramamine, I have taken these in the past with Viibryd). I had previously invited my boyfriend over (before I started feeling weird) so he showed up a few minutes after I got home (I remember him walking in the door and asking me what was wrong because I had a pack of cookies next to me but hadn't eaten any of them lol). After this, I remember absolutely nothing until about 10:30 pm when my boyfriend came back into my room and was upset with me for something. I guess while I was blacked out I was looking at my ex's Instagram (I very very vaguely remember doing this). There was a few other things that he said happened and I don't remember them at all. I honestly thought that I was asleep the whole time. Even after I came out of the blackout I was still very confused, obviously about why I couldn't remember anything from the past 2 - 3 hours, but I was also just generally confused. I took Ambien for a while for sleeping problems and experienced this exact thing, but I have not taken it in at least 5 months and there's no way I could have gotten a hold of any because I threw it all out after too many incidents like this one. If you've ever taken Ambien or been blackout drunk, they are both exactly like what I experienced last night. I'm not sure what the point of posting this is because I am going to talk to my doctor when I see her next week (or sooner if I have another blackout) but if anyone has ever experienced something similar while on Viibryd please let me know! Or if anyone has any other ideas as to what this could be!"

viibryd_vilazodone,forumstopic100909-increased-viibryd-now-anxietypanic,1,1,"Hey all. So many years ago - I guess about 20 years ago now - I had panic attacks for a period of time, probaby about six months. They came back again about 17-18-ish years ago, for probably about a year. Since then I really haven't had any at all. I have been taking 20mg Viibryd for about a year and my depression has been crawling back so my doctor asked me to go to 30 and then 40mg. I was on 30mg for a week. After that I went to 40mg for just a day. I felt horrible - in a rage. Just awful. So I dropped back down to 30 and now it's been about a week since then. This morning I woke up with anxiety, panic and shaking. :( Could it be the 30mg (v. the previous 20mg)? Has anybody had this type of experience?"

viibryd_vilazodone,forumstopic100909-increased-viibryd-now-anxietypanic,1,2,"Going up from 20 mg to 40 was awful for me, so much so that I'm too scared to even take the 20 mg again. I had awful nausea, vivid dreams/nightmares that made sleeping impossible, and suicidal thoughts. I'm sorry you have gone through this, but you definitely aren't the only one."

viibryd_vilazodone,forumstopic100909-increased-viibryd-now-anxietypanic,1,3,"I too switched from 20 to 40, and it caused me to feel constantly jittery, with a bunch of other symptoms."

viibryd_vilazodone,forumstopic100909-increased-viibryd-now-anxietypanic,1,4,"This stuff made me super angry, like a rage I've rarely felt. It sucks cause I felt great at times."

viibryd_vilazodone,forumstopic65673-viibryd-new-ad?page=12,12,1,"I started Viibryd one week ago also.  Have the trial pack from MD.  (Been on meds for 20+ years).  Treatment resistant major depressive disorder. So far the only thing I notice is that I am crying a lot...more like weeping...the tears just roll down my face.  This is different for me. I don't usually cry.  I just sleep. and sleep.  and sleep.  my entire life away.  Rather than cry, I used to just go back to bed and sleep. The other thing that happened is that I had ""an explosion"" yesterday. With my teen.  Came out of nowhere.  I was like a crazed animal.  I hate myself for it.  I have apologized deeply to my son.  I promised both of us...never again.  I so hate not being normal.   More days than not, I just feel the pain of living is greater than the alternative....but I keep going...because I have a son and am a single parent. Anyhow...I've been looking all over for LONG TERM guidance/results/reports on Viibryd.  I can't find anything.  Everyone seems to be just getting started and then they disappear. Or - it doesn't work for them and they no longer post about the topic.   I promise one thing to this forum.  I will keep posting on my results...so that someone out there may benefit....god bless you all.  Is there anyone out there who has now been on Viibryd for several months????? What are the results?  Thank you."

viibryd_vilazodone,forumstopic65673-viibryd-new-ad?page=12,12,2,"Hi Everyone! I have been on Viibryd (40mg) since January 2012, and has been a good road with some pan holes. I am also taking Lamictal (200 mg) with it as well. OK, I had side effects which lasted approx 3 -4 weeks: diarrhea, nausea, dizzy, trouble sleeping, couldn't eat, and decrease sex drive. It took approx 2 -3 weeks to start noticing a change, so I stuck with it as I was at my last resort. There are days where I can feel a depression; however, it is not as bad as it would be if I were off the medication. Days like that usually last only 1-2 days, and in 2.5 years I might have had it happen less than 20 times or so. Ok, as for my anger it has subsided for the most part. Anxiety/panic attacks I would have to say have dropped below the radar screen but I will still have them once every few months - NO, I do not take any type of benzo's for the anxiety/panic attacks! Now the big downfalls: I GAINED over 40 lbs in a year or so, which almost broke the deal but I got to the point were I would rather be mentally/spiritually peaceful than be skinny. Also, my body ache's but that might be the dramatic weight gain in such a short time period. (I know...I should workout) Let's just say this has been the best medication, which I pray it continues to work, that its able to subdue my depression for being overweight. My background: I have tried every depression/bipolor medicine there has been made I think: lithium, prozac, abilify, dapakote, zyprexa, topomax, seqruel, spharris, clonipine, and MORE! Been dealing with bipolar/depression/anxiety/panic since a teeanager, but for the last 9 years have been attempting to control it instead of it controlling me. The shortest and longest time I was on a prescribed treatment was usually between 4 weeks - 6 months which depended on the side effects; there was a 3-4 year gap where I stopped taking medication because I was tired of being a ""bipolar for trial"". However, I had another BAD breakdown in 2011 (hopitalized) and thought I was about to loose it (snap) this time! Scared me that I was willing to do whatever the doctors told me. I told the doctor's all the medication which I was on before which did not work; however, they wanted to try them again because they were known to work and now I am willing so they will work: None worked! Finally I was released and back with my regualr doctor. I told him everything and he mentioned Viibryd which was out less than a year (SCARY!!) but I was willing to try anything! For today I am grateful I prayed for an answer, and was given one. May God keep watching over all of us - His kids!"

viibryd_vilazodone,forumstopic65673-viibryd-new-ad?page=12,12,3,"Just found the forums looking for info on Viibryd. Just finished my first week of 10mg, start my 20mg later today. I take it around 3/4pm since thats when I wake up for work (gotta love afternoon shift). The first 2/3 days I did have some diarrhea. I don't have much of an appitie but this was a problem a few weeks before starting. Had one headach so far, not that bad. I do seem to feel a little better. I'm more talkative and when I look in the mirror it doesn't look like I'm mad/frowning anymore. the wife has even said I don't have that ""look"" on my face. So I guess I'll see how the 20mg goes and report back."

viibryd_vilazodone,forumstopic65673-viibryd-new-ad?page=12,12,4,"Hello Everyone, I am new to this forum. I found it when googling about tapering off of Lexapro while starting on Viibryd. I have been on Lexapro for 8 years and other SSRI's before that with pretty good success, with the exception of Paxil. I only made switches before because of sexual side effects I would get after a couple of years. I started on 20mg of Lexapro,years later went to 30mg, and a couple of years ago up to 40mg, which is now not considered safe.My psychiatrist and I both feel the Lexapro is not affective enough now. Because my psychiatrist is retiring, I just switched to a new psychiatrist, and he is having me taper off of the Lexapro and said I could begin the starter pack of the Viibryd at 10mg once I was down to 10mg of Lexapro, which was today. Since I went down to 20mg of Lexapro, I have been so depressed, lethargic, and unmotivated. I understand this is withdrawl and that if Viibryd works well for me, things will get better. I am just wondering how long this will take. I'm sure it is different for everybody, but just wanted to get a ballpark by seeing how long it took for others who titrated from Lexapro to Viibryd, ESPECIALLY if you were on a high dose like me and/or had been on Lexapro for a long time. Thank you, and I have gotten some good insight regarding other issues on this forum making the switch or starting up Viibryd."

viibryd_vilazodone,forumstopic65673-viibryd-new-ad?page=4,4,1,"Posted this on another thread....but.... I have been on V for almost a month . Am feeling so much better. Happy...lol...scared to say that!!!   Have had very few side effects. There have been some problems like dizziness at first and chaning doses, some dreams...but not bad ones...no problems that I couldn't stand. I also take Wellbutrin, and Xanax for anxiety. Guess it just effects people different. Have been reading several forums...some great post, some good, and then some bad. Guess we are all different. Well, everyone keep checking in... :) ls"

viibryd_vilazodone,forumstopic65673-viibryd-new-ad?page=4,4,2,"Well, Update :) When I first went to my doctor he made me take 10mgs for 2 weeks of Viibryd to see how it would do me because I'm sensitive to meds then have me move up to 20mgs in the pack. I'm almost finished with the 20mgs and I feel great! At first I thought that I wasn't going to make it because I was sick to my stomach, so dizzy I couldn't walk, and having panic attacks like crazy. Positives: The sickness is gone for now. Not dizzy. I have more energy I've actually started working out again. Not having sexual side-effects yet which is good.. fingers crossed it doesn't happen. Negatives: My bladder feels like it's always going to bust because as soon as I drink something I have to go to the bathroom. Dry mouth, but I've been chewing gum and it really helps, but in the morning goodness my mouth is like the desert! I have a question though. I'm have a medical card & I know Viibryd won't be covered now because it's a new drug. If anyone has gotten a full script how much did it cost you? I seen on here where someone put a little over $150, but I'm willing to pay for it because it does help my nerves and I've been on EVERYTHING. Thanks, Sarah"

viibryd_vilazodone,forumstopic65673-viibryd-new-ad?page=4,4,3,"I am new to this forum and came across it looking for information on Viibryd.  Based on what I have read from the posts, everyone here seems to be trying out this ""new kid on the block"".  I recently started going to a new internist with complaints of increased fatigue, and a history of anxiety, mild depression and body dysmorphic disorder ( a form of OCD).  Being a bit of a hypochondriac, I had ordered my own blood work and had already diagnosed myself with pre-hypothyroidsim for the ""imagined"" excess weight I have - with my type of body dysmorphia I could be a stick and still see myself as huge, this is usually brought on by anxiety triggers.  i have been on Lexapro for 5 years and when I first started Lexapro I had the side-effects of ZERO emotion, no labido and no orgasm.  But, I was no longer anxious, my TMJ went away and my IBS ( diagnosed as anxiety-related) finally seemed to be resolving.  Over the years many of  the undesirable side-effects went away but recently the medication has decreased in its effectiveness on me.  Hence my latest visit to the doc for return of symptoms - fatigue and lack of motivation combined with racing thoughts and high anxiety and obsession over calorie counting and my weight,  consume my thoughts every day.  The physician has handed me the 30 day trial of Viibryd as everyone else in this forum has appeared to have received from their physicians, with the instruction to stop Lexapro and start Viibryd and head back to the therapist.  Due to my anxious nature and tendency to be a bit of a hypochondriac, I reluctantly face the start of this new med.  It sounds as though the first month has the  tendency to be filled with side effects, but if you can stick with it there is light at the end of the tunnel.  Just the cost of this drug is giving me anxiety ($157... what?!?  Lexapro at $100 was plenty expensive enough).. but I suppose I shall enter the guinea pig world with the rest of you brave trail blazers and see what this new drug is all about. Also, the doc would not put me on Wellbutrin, which I feel would help give me some more energy and eliminate sexual side effects.  She is concerned that this medication is contraindicated with my history of body dysmorphia although the disorder has never been bad enough for me  to have developed an eating disorder.  She also mentioned something about a lower seizure threshold with Wellbutrin especially with eating disorders... which leads me to wonder if she suspects me of having an eating disorder, even though I clearly stated I have never gone down that path.  Anyone have any knowledge of this? I'll keep you all posted with my progress. -Erin"

viibryd_vilazodone,forumstopic65673-viibryd-new-ad?page=4,4,4,Viibryd sounds interesting. Appreciate the updates!

viibryd_vilazodone,forumstopic65673-viibryd-new-ad?page=4,4,5,"I'm still taking Viibryd about 40 days, although, I'm not so sure why I'm taking it because it really doesn't do much.  I still have to take other meds to control anxiety and lack of concentration."

viibryd_vilazodone,forumstopic65673-viibryd-new-ad?page=4,4,6,"Hello, new to forum after doing a search on Viibryd.  Why...because my dr is the type who does 5 min appts (max), hands out samples with NO info and pushes you out the door.  I appreciate everyone sharing your experiences very much.  I can't figure out why my dr gave me this.  I told him I am having very bad ongoing stomach problems (have history of ulcers and acid reflux) and that I have an appt with my GI dr next month.  It was the soonest appt I could get, but my stomach is ******* me.  So now that I read all these stomach related side effects, I'm really concerned and wonder if my p doc has a clue about what samples he hands out ??!! I work at a fitness center and it's really hard working, i/e working out when not feeling well physically and then not feeling well depression wise and with anxiety (tho the anxiety is greatly helped by working out).  I've been on vacation and really dread going back to work next week.  I'm also concerned about any psych meds that have wt gain as side effect as in the fitness field there is obvious huge stigma to wt gain.  I have to work really hard to keep my wt down.  My current meds are Wellbutrin and Topamax.  Hate the Topamax because it makes my memory really bad and I sound really stupid in front of my classes that I teach.  I forget the words to things and feel and look stupid. I don't want to get up at all in the a.m. but I have to work out so I won't gain wt so I can keep my job...ugh ugh.  I have to keep this job because I need the $$.  Just yesterday I had to pay $1000 for textbooks for my daughter for college.  Serious anxiety over that one, no joke. I have two adult disabled 'kids' at home I care for.   Yes, I have a husband with job, but it takes two incomes. I just don't want this job anymore and I am not qualified to do anything else and quite honestly I don't have to work many hours to make decent money.  Should not complain.  It's just very hard to do with depression and anxiety.  Work out and help people workout.  Seriously when I don't even want to get out of bed??? Back to Viibryd....should I start this and just see what happens??  I don't start back to work til next Tuesday.  I have to leave for work very early am. and work in evenings as well. Thanks for your thoughts and for letting me join you here.  Annalisa"

viibryd_vilazodone,forumstopic65673-viibryd-new-ad?page=4,4,7,"I'm sorry for what you are going through. After reading your post, I was also concerned. You could possibly be suffering from serotonin syndrome. See below for the drug interaction with Viibryd and Fentanyl: MONITOR CLOSELY: Concomitant use of agents with serotonergic activity such as serotonin reuptake inhibitors, monoamine oxidase inhibitors, tricyclic antidepressants, 5-HT1 receptor agonists, ergot alkaloids, lithium, St. John's wort, phenylpiperidine opioids, dextromethorphan, and tryptophan may potentiate the risk of serotonin syndrome, which is a rare but serious and potentially fatal condition thought to result from hyperstimulation of brainstem 5-HT1A and 2A receptors. Symptoms of the serotonin syndrome may include mental status changes such as irritability, altered consciousness, confusion, hallucinations, and coma; autonomic dysfunction such as tachycardia, hyperthermia, diaphoresis, shivering, blood pressure lability, and mydriasis; neuromuscular abnormalities such as hyperreflexia, myoclonus, tremor, rigidity, and ataxia; and gastrointestinal symptoms such as abdominal cramping, nausea, vomiting, and diarrhea.MANAGEMENT: In general, the concomitant use of multiple serotonergic agents should be avoided if possible, or otherwise approached with caution if potential benefit is deemed to outweigh the risk. Patients should be closely monitored for symptoms of the serotonin syndrome during treatment. Particular caution is advised when increasing the dosages of these agents. The potential risk for serotonin syndrome should be considered even when administering serotonergic agents sequentially, as some agents may demonstrate a prolonged elimination half-life. For example, a 5-week washout period is recommended following use of fluoxetine before administering another serotonergic agent. If serotonin syndrome develops or is suspected during the course of therapy, all serotonergic agents should be discontinued immediately and supportive care rendered as necessary. Moderately ill patients may also benefit from the administration of a serotonin antagonist (e.g., cyproheptadine, chlorpromazine). Severe cases should be managed under consultation with a toxicologist and may require sedation, neuromuscular paralysis, intubation, and mechanical ventilation in addition to the other measures. This could be the case with any medication affecting serotonin levels while you are on these types of pain medications. Good luck to you, and I hope you feel better."

viibryd_vilazodone,forumstopic65673-viibryd-new-ad?page=4,4,8,"I have been taking Viibryd for 2 1/2 weeks.  Just weaned off of Lexapro.  I also take busperine and nortriptyline, with lorazapam on the side when I need it.  The first few days were pretty good, but since then I have had a couple of horrible emotional breakdowns, insomnia, and a huge increase in suidical feelings.  My psychiatrist is on vacation, and I won't see him for 3 more weeks.  I hope I can hang on that long."

viibryd_vilazodone,forumstopic65673-viibryd-new-ad?page=4,4,9,"See my post above. Be very careful, as there are many interactions with this medication. Even dextromethorphan, which is in several over-the-counter medications for cough and cold symptoms, has interactions with this medicine. I am only a week into Viibryd and doing fine. I am also being very cautious and following the directions very closely. It must be taken with a meal or immediately after eating, as it loses its efficacy if taken in the fasting state. It can only achieve its potential benefit by being taken with food. I hope this information helps."

viibryd_vilazodone,forumstopic65673-viibryd-new-ad?page=4,4,10,"It's 3:30 am and I've been awake since 12:30 am due to a horrible nightmare. Have noticed that my dreams were becoming more vivid than usual this week (don't usually remember my dreams), but this one was the absolute worst!  When I woke, thankfully, I was very groggy, mental fog, felt drugged.  Tingling at the back of my head.  I was about ready to wake my husband and get a ride to the hospital.  Couldn't seem to decide if I was awake or not.   Right now, feeling better and glad I found this group!  I'll be calling my doc first thing in the morning to get off this stuff! Now, back up.  Started on this new med with no information.  Tried zoloft and it wasnt helping.  Started Viibryd and soon began to feel better.  I couldn't believe it!  I moved from 10mg to 40mg.  At 40 began to have headaches and back aches.  Backed down to 20mg.  Everything was good untl tonight!!  How bizarre, how bizarre!!"

viibryd_vilazodone,forumstopic65673-viibryd-new-ad?page=4,4,11,"Hello, I was taking Paxil, 40 mg, for months. My doctor and I decided to switch me to this great new 'super paxil' drug called viibryd. Even though I was doing well on the Paxil, we both felt I could be doing alot better. I was given the sample pack, and after 2.5 weeks, and on the 3rd dose of the 40 mg, I decided to call my doctor. I was having 3 panic attacks a day, which is something that hasn't happened in years. I was on edge constantly, and was feeling more than unwell. I am now back on the paxil, as of last night, I stopped the viibyrd and immediately was told to take the Paxil. Of course, I'm feeling those crazy effects from switching meds, like total lethargy, fatigue, etc. I don't quite know for sure if it was the viibyrd causing these panic attacks, but they didn't start until I started the viibryd, so I can only assume. I was also having odd obsessions, and vivd dreams. Anyway, I tohught I would share."

viibryd_vilazodone,forumstopic65673-viibryd-new-ad?page=4,4,12,"Did you taper slowly off the Paxil first? Paxil has a reputation for nasty withdrawal effects regardless of the Viibryd. That's why I taper off an antidepressant and leave some blank area before starting a new one. That way, if something goes wrong, you know if it's because of withdrawal from the old or starting the new. Just a thought, I've never used Paxil, or Viibryd."

viibryd_vilazodone,forumstopic65673-viibryd-new-ad?page=4,4,13,I'm going to start Viibryd this weekend.  I don't like to try new medications when I have to go to work.  I am the first for my doctor to try but there always has to be a first I guess.  I'm a little nervous.  I stopped taking Lexapro a few months ago.  It took forever before I felt normal.  I will never go back on it just knowing how sick I felt after I stopped. Keeping my fingers crossed.

viibryd_vilazodone,forumstopic65673-viibryd-new-ad?page=4,4,14,"Hey Minnie, I was given Viibryd yesterday, I too am a Guinea Pig.  I have been taking Pristiq I was wondering how you are doing?  I am excited to find the website.  I have read mutliple posts this morn, I am trying to be optimistic.."

viibryd_vilazodone,forumstopic65673-viibryd-new-ad?page=4,4,15,"Wow, your post is so optimistic... I can't wait to start seeing a difference.. I too have taken Cymbalta and it helped for a long time but like you say the constipation and the sexual side affects dont out weigh the good... I was then changed to Pristiq and now Viibryd... Thanks so much for sharing I am loving the site already.."

viibryd_vilazodone,forumstopic65673-viibryd-new-ad?page=4,4,16,"update...Viibryd was a disaster for me.  It made my stomach hurt so bad I couldn't eat for days, gave me a migraine headache, and I just wanted to sleep all dy long and stay up all night.  I felt horrible.  The stomach part was the worst and I had to go back to work teaching fitness classes while having that going on.  No way could I take that stuff and keep my job.  Very disappointing but not a huge surprise given that my dr never looked at any of the side effects.  I talked to another dr (not psych) who knows my physical med history and he said he would never have given it to me in a million years with a history of stomach ulcers.  so much for that one."

viibryd_vilazodone,forumstopic65673-viibryd-new-ad?page=4,4,17,"Thought I would throw my hat into the ring.  I am 75 years old.  Struggled with depression most of my life, from mild to VERY severe.  Last on Lexapro.  It worked well with one bad problem.  It made very sleepy.  The higher the dose the worse it got.  I am now on Viibryd at 10 mg.  From my years of experience I don't always follow the direction of pharmaceuticals.  The are in the business of making money, so if they can get you on an expensive med. and high doses they will do it.  My point.  I am on 10 mg and there I will stay until I find that it is not satisfactory.  Keeping my doctor informed at all times of course.  My one problem area so far is lightheadedness.  Viilbryd, like Lexapro does deplete sodium in some people.  So I always take extra salt as I did with Lexapro.  Hope this is some help to some."

viibryd_vilazodone,forumstopic65673-viibryd-new-ad?page=4,4,18,"My husband has been on many antidepressants for many years--chronic depression and panic attacks to the point of being suicidal.  On Viibryd 10, 20 and today starting 40 mlg. No real bad symptoms so far other than insomnia--getting bad.  I am scared that he will lose hope specially if his insomnia gets worse and the 40 mlg. dosage gives him worse symptoms.  Has anyone on this new pill experienced insomnia when on it?  Does it get better or go away?  Appreciate your comments! Helpless with his condition of so many years."

viibryd_vilazodone,forumstopic65673-viibryd-new-ad?page=4,4,19,"Insomnia has not been a huge issue for me with this med, but sometimes I do take a Unisom (over the counter benadryl essentially) to help. I always take the Viibryd in the morning with breakfast so I am not too wired at night. But, I even nap somedays on this med, too. It differs day to day. Not napping during the day helps me sleep better at night. I am still liking the Viibryd very much. Good luck to everyone out there!"

viibryd_vilazodone,forumstopic65673-viibryd-new-ad?page=4,4,20,"Hi! I tried Viibryd...unfortunately I have a history of anxiety mixed with dep, so it made me anxious. But, no weight gain or sexual side effects. I'm back on Pristiq and a small amount of Prozac with lamictal now...still not where we all want to be."

viibryd_vilazodone,forumstopic65673-viibryd-new-ad?page=4,4,21,"Hello!  Viibryd has been the best anti-depressant/anti-anxiety medicine I have ever been prescribed.  I have been on just about everything over the past five years.  This is the only one that has worked for me.  Plus, all sexual side effects from the other medications I had taken have gone away and my weight has started to come down too! Just be patient with it.  There will be start up side effects, but they go away fairly soon.  Biggest problem for me was a little bit of tiredness and loose bowels/stomach upset going to 40mg.  Eating a hearty breakfeast with some fat content will definately help the stomach issues.  The tiredness faded away after a few days.  But, man, do I feel good now.  I feel normal for once! Viibryd may not work for everyone, but it is definately working for me!"

viibryd_vilazodone,forumstopic65673-viibryd-new-ad?page=4,4,22,"Appreciate reply regarding insomnia.  He is taking a sleeping pill--very low dosage to help.  On third pill 40 mg.  Hoping for the best.  If anyone else experiences memory problems, please share experience.  Hang in there; we all must hope and know that a new day can bring the best experiences."

viibryd_vilazodone,forumstopic65673-viibryd-new-ad?page=4,4,23,"I am new to this site.  I am on day 5 of viibryd. The Doc says  that this might help since i have been on prozac, wellbutrin,effexor, lamictal, and zoloft, None of these have helped me i thought i was going to be living this way for the rest of my life.  I have had some diarrhea with this thank goodness i have been home for that.  I have been felling a little dizzy but it goes away.  I am feeling a little bit better i could dare to say happy? but not where i want to be where i was once before depression hit me like a sledge hammer.   I just want my life back I sure hope this drug works!"

viibryd_vilazodone,forumstopic65673-viibryd-new-ad?page=4,4,24,

viibryd_vilazodone,forumstopic65673-viibryd-new-ad?page=4,4,25,"I have been on viibyrd for alittle ove two weeks. Started out at 10mg for about two weeks. Have been on 20mg for four days. So far it has been awful. To me this is the worst AD I  have ever taken (unfortunately I have been On quite a few of them). Side effects include the feeling of always needing to urinate, night sweats, extreme fatigue and dizziness. I will be seeing the shrink this week. Don't know if coming off zoloft is contributing to this nightmare. Feel like a complete  zombie, just going through the motions.  Want desperately to exercise but can't."

viibryd_vilazodone,forumstopic65673-viibryd-new-ad?page=3,3,1,"Bleh, food doesn't do it for me anymore, either! I used to love eating lol Now I look at it and I'm like ""Meh..."" I have a co-worker who thinks I'm turning anorexic or something because I just don't eat anything at work ever. They're big on ordering food and I used to participate all the time but now none of it sounds good at all. And I still eat - I have to, at least to take the meds - but it's just not like I used to. I could stand to lose a bit, though, so I'm OK with that right now. I try to eat healthy when I do eat!"

viibryd_vilazodone,forumstopic65673-viibryd-new-ad?page=3,3,2,"Oh today hasn't been that great for me.. I thought it was just me, but does anyone feel like they are just shaky/nervous on this medication? I'm having to take my klonapin with it just to calm myself down. Is this normal? I've only been on the 10mg of it.. and I've not upped it yet. If anyone has experienced this does it go away when you raise the dose or is this something you feel? Is it me?"

viibryd_vilazodone,forumstopic65673-viibryd-new-ad?page=3,3,3,"I am on day 6 of my Viibryd pack.  So far, so good.  I haven't had any GI issues and haven't noticed any fatigue.  I'm coming off Welbutrin and Lexapro.  I was hospitalized a little over a year ago, which saved my life, and since have been much better.  I suffered from a little seasonal depression over the winter, but haven't had a major depression episode since.  I say this to explain that this medication is working for me (so far), but I'm not coming from as dark of a place as some. I have begun decreasing my medication since January and have gone from 400mg Welbutrin SR to 150mg Welbutrin XL with 5mg Lexapro.  I have discussed coming off all medication with my doctor, but noticed lack of energy and overall bad mood when I went down on the Welbutrin.  That is why I am trying Viibryd.  I'm hoping to get away from the side effects from Welbutrin and Lexapro and also increase my energy level. I will continue to update as I go along.  As I said before, so far, so good. (no spellcheck on work computer, so head's up)"

viibryd_vilazodone,forumstopic65673-viibryd-new-ad?page=3,3,4,"Update on Viibryd for me....I'm on my 13th pill of the starter pack and I truly do see a chance at some sunshine in my life again!!!  I am starting to get excited that perhaps I'll get out of the house and go shopping, putzing around, etc.  I have tons of phobias and anxiety but they have all lessened with this medicine.   I've had a kind of bloaty feeling and two days after I upped my dose, I was some kind of dizzy or had like ""zinging"" feelings in my head but they passed.  I'm sleeping like a log and actually going to bed at a decent time instead of wandering around all night.   I don't mind if I'm sleepy or I sleep a lot.....sure gives me a chance for my mind to turn off for a change.   I think this will work.  I'm coming off Zoloft and see my Dr. again next week for a follow up so I'll discuss these little things with him but honest to God, I think this is gonna' be it.   I'm not bi-polar, I'm major depressive and have an anxiety disorder that has disrupted my life long enuff!!   I am not hungry like I used to be but I'm not getting nauseous, just don't want to gorge anymore! So, I'm hopeful......actually very hopeful."

